,ID,handle_state,refname,MISSING,Q0,Qx,Qy,Qz,Tx,Ty,Tz,calc_Err,port_state,frame_id,R_ID
408,0A,00D,Ultraschallkopf,False,0.6404756903648376,0.09341713786125183,0.760646641254425,-0.049808479845523834,1.4562978744506836,14.84557819366455,-252.7012481689453,0.08613117039203644,b'=\x00\x02\x00',E8C50000,R-102
409,0B,001,Rechter Hüftknochen,False,0.7086377143859863,0.6977062225341797,0.10505685210227966,-0.0013131943996995687,154.8357391357422,148.13560485839844,-220.1449737548828,0.026500916108489037,b'?\x00\x02\x00',E8C50000,R-102
410,0C,001,Linker Hüftknochen,False,0.6888126730918884,-0.5243497490882874,-0.48079535365104675,0.13939204812049866,104.03143310546875,-161.45263671875,-215.39559936523438,0.08121658861637115,b'?\x00\x02\x00',E8C50000,R-102
411,0D,003,Brustbein,False,0.022220227867364883,0.28332415223121643,-0.9585071206092834,0.02231583744287491,-142.37890625,35.26704025268555,-220.78575134277344,0.03408930078148842,b'9\x00\x02\x00',E8C50000,R-102
412,0A,00D,Ultraschallkopf,False,0.7289100289344788,0.124243825674057,0.6638504862785339,-0.11205601692199707,-17.331703186035156,73.28856658935547,-251.1674346923828,0.07309573143720627,b'=\x00\x02\x00',405D0100,R-103
413,0B,001,Rechter Hüftknochen,False,0.7069748044013977,0.7029749155044556,0.04843807592988014,-0.06055426597595215,147.6397705078125,183.28773498535156,-220.3308868408203,0.012536078691482544,b'?\x00\x02\x00',405D0100,R-103
414,0C,001,Linker Hüftknochen,False,0.6966047286987305,-0.5630163550376892,-0.4367448091506958,0.08371754735708237,46.94186782836914,-113.71240997314453,-215.20968627929688,0.09586173295974731,b'?\x00\x02\x00',405D0100,R-103
415,0D,003,Brustbein,False,0.022471508011221886,0.20365357398986816,-0.978556752204895,0.0211481936275959,-164.16378784179688,120.88294219970703,-222.08482360839844,0.0459643192589283,b'9\x00\x02\x00',405D0100,R-103
416,0A,00D,Ultraschallkopf,False,0.7069181203842163,0.03292721509933472,0.7065212726593018,-0.0032815043814480305,1.5296317338943481,25.67746925354004,-251.10833740234375,0.06974300742149353,b'=\x00\x02\x00',809B0100,R-104
417,0B,001,Rechter Hüftknochen,False,0.7085848450660706,0.6924488544464111,0.13351136445999146,0.02442852407693863,139.68084716796875,171.0778350830078,-220.290771484375,0.020921433344483376,b'?\x00\x02\x00',809B0100,R-104
418,0C,001,Linker Hüftknochen,False,0.6834293603897095,-0.5054843425750732,-0.4997434914112091,0.16633182764053345,112.73626708984375,-141.43893432617188,-215.54013061523438,0.08344560861587524,b'?\x00\x02\x00',809B0100,R-104
419,0D,003,Brustbein,False,0.02135588228702545,0.31930699944496155,-0.9471217393875122,0.023400111123919487,-147.88916015625,35.852970123291016,-220.6975860595703,0.03282226249575615,b'9\x00\x02\x00',809B0100,R-104
420,0A,00D,Ultraschallkopf,False,0.686659038066864,-0.08948294073343277,0.7111819386482239,0.12129741162061691,12.169509887695312,-14.22198486328125,-250.9378662109375,0.08836133033037186,b'=\x00\x02\x00',C8F20100,R-105
421,0B,001,Rechter Hüftknochen,False,0.6904658675193787,0.6599970459938049,0.2526093125343323,0.15443271398544312,91.60594940185547,170.6354522705078,-220.13912963867188,0.01043181587010622,b'?\x00\x02\x00',C8F20100,R-105
422,0C,001,Linker Hüftknochen,False,0.6487192511558533,-0.3994707465171814,-0.5852458477020264,0.27762171626091003,176.5187530517578,-131.03260803222656,-215.7858428955078,0.09945451468229294,b'?\x00\x02\x00',C8F20100,R-105
